t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,label,ID,date,channel
70,67.66666667,33,-10.66666667,-26.66666667,10,100.6666667,185.6666667,131.6666667,-113.6666667,-353,-236.6666667,243,282.3333333,-1476.666667,-5903,-12320,-18596.66667,-22498.66667,-23101,-21151,-18238.33333,-15615.66667,-13618.33333,-11912.33333,-10076,-7949.666667,-5630.333333,-3298,-1081.666667,940,2651.333333,3912.666667,4647.333333,4980,5224,5669.333333,6339.666667,6982.666667,7329,7385.666667,7463,7912,8800.333333,9795.666667,10346,10018.66667,8806.666667,7198.333333,5913.333333,5437.333333,5695,6151.333333,6258.333333,5892,5407,5260.666667,5561.333333,5960,5992,5512,4816,4332.333333,4192.666667,4113.333333,3698,2856,1927.333333,1400,1514.333333,2075,2612.666667,2760.666667,2524.333333,2280.333333,2472.333333,3240,4293.333333,5147,5513.666667,5484.333333,5361.333333,5325,5278.333333,4990.333333,4369,3586,2927.333333,2556.666667,2394.666667,2223.333333,1893,1442.333333,1046.333333,833.6666667,769,668.6666667,357,-190.6666667,-819.6666667,-1316.333333,-1562.333333,-1607,-1596.666667,-1652.666667,-1785.666667,-1925.666667,-2009.333333,-2046.666667,-2101,-2222,-2403.333333,-2584,-2693.666667,-2693.666667,-2600,-2480.666667,-2419.333333,-2464.333333,-2589.666667,-2708,-2740,-2672.666667,-2568.333333,-2509.333333,-2532.666667,-2608.666667,-2672.333333,-2674,-2598.333333,-2456,-2267,-2059,-1874,-1755.333333,-1720,-1739.666667,-1752,-1708,-1608.333333,-1499,-1434.666667,-1424.666667,-1421.666667,-1358.666667,-1223.333333,-1070.333333,-977.3333333,-971,-1010,-1025,1-Benz,27,26.8.21,1
-185.8333333,-197.1666667,-171.8333333,-131.5,-111.5,-122.8333333,-146.1666667,-150.1666667,-129.1666667,-108.5,-116.8333333,-138.5,-106.8333333,-7.5,-13.5,-467.8333333,-1645.833333,-3447.5,-5334.5,-6637.833333,-6978.833333,-6475.166667,-5573.5,-4721.166667,-4125.166667,-3734.833333,-3383.5,-2959.166667,-2482.833333,-2060.5,-1768.833333,-1584.5,-1400.166667,-1123.5,-749.8333333,-354.8333333,-30.5,185.8333333,336.8333333,506.1666667,743.8333333,1020.166667,1244.166667,1344.5,1333.833333,1306.166667,1358.833333,1512.833333,1706.5,1858.5,1929.5,1940.166667,1938.5,1957.5,1997.166667,2029.166667,2021.833333,1960.5,1869.166667,1787.166667,1743.166667,1730.166667,1714.5,1667.833333,1590.5,1522.166667,1506.166667,1562.5,1672.166667,1778.5,1826.166667,1782.833333,1668.833333,1541.5,1453.5,1422.5,1418.166667,1392.5,1316.166667,1193.833333,1060.5,960.5,922.1666667,931.5,944.5,917.1666667,834.1666667,722.5,621.8333333,562.8333333,548.5,559.1666667,569.5,560.5,529.8333333,493.1666667,461.8333333,439.1666667,413.5,376.5,331.8333333,289.8333333,259.1666667,234.5,202.5,150.5,85.5,30.83333333,9.5,30.16666667,74.16666667,109.8333333,106.1666667,55.5,-21.5,-85.83333333,-110.5,-94.16666667,-63.16666667,-47.5,-59.83333333,-93.83333333,-128.5,-147.1666667,-144.1666667,-133.5,-138.5,-176.1666667,-238.8333333,-298.1666667,-320.8333333,-296.8333333,-244.8333333,-198.8333333,-181.1666667,-187.8333333,-200.5,-200.8333333,-187.8333333,-164.1666667,-138.8333333,-127.5,-146.5,-192.5,-232.5,-222.1666667,-147.1666667,-38.16666667,47.16666667,76.16666667,56.16666667,6-Ger,27,26.8.21,1
129.6666667,84.33333333,45.66666667,27,23,25.66666667,34.33333333,55.33333333,74.33333333,67,25.66666667,-1,41.66666667,109,3,-522.3333333,-1547.333333,-2868,-4096,-4898.333333,-5149.333333,-4917.666667,-4373,-3719.666667,-3161.666667,-2832.333333,-2726,-2703.666667,-2604.333333,-2375,-2073.333333,-1779,-1506.666667,-1220,-897.3333333,-571.3333333,-298,-106.6666667,17.33333333,107.6666667,189.3333333,269.6666667,348.6666667,431,529.3333333,660.6666667,829.3333333,1026.333333,1231,1424,1584,1689.666667,1721,1683,1606.666667,1533.666667,1493.333333,1487,1496.666667,1502.666667,1502.666667,1507.666667,1530,1564.333333,1582,1562.666667,1511.666667,1460,1437.666667,1448,1473.666667,1491.333333,1496.333333,1494,1489,1487,1488.666667,1500,1522.666667,1547.333333,1558,1540,1496.666667,1440,1383,1328.666667,1270.666667,1200,1115.333333,1026.333333,948,895.6666667,873,869,859.3333333,824.6666667,762.3333333,689.6666667,629,586,547.3333333,497.3333333,430.6666667,363,304,250,192,122.3333333,51,-11.33333333,-63.33333333,-105.6666667,-140.3333333,-168,-190,-205.3333333,-216,-216.6666667,-209.6666667,-202,-201.3333333,-205.3333333,-206,-201.6666667,-203.6666667,-223,-254,-279.6666667,-283.3333333,-264.6666667,-231.3333333,-200.3333333,-184.3333333,-192.3333333,-217.6666667,-243.3333333,-247,-219.3333333,-170.3333333,-128.6666667,-117.3333333,-142,-182,-210,-208,-186.6666667,-170.6666667,-179.6666667,-210.3333333,-239.3333333,-246.3333333,6-Ger,27,26.8.21,1
96.5,91.16666667,82.5,63.83333333,37.83333333,17.5,14.16666667,30.16666667,46.16666667,28.83333333,-42.5,-135.1666667,-163.5,-70.16666667,31.83333333,-167.5,-979.5,-2411.166667,-4041.166667,-5263.5,-5702.5,-5439.833333,-4868.166667,-4360.833333,-4038.833333,-3796.5,-3485.166667,-3058.833333,-2586.5,-2161.166667,-1803.5,-1462.166667,-1080.833333,-676.1666667,-327.5,-102.5,12.83333333,89.16666667,201.1666667,377.5,595.1666667,807.5,973.5,1071.833333,1119.166667,1172.5,1279.166667,1441.166667,1601.833333,1703.833333,1739.833333,1753.5,1790.833333,1847.833333,1890.5,1885.5,1837.166667,1767.833333,1695.5,1624.5,1557.5,1506.5,1479.833333,1475.166667,1476.833333,1470.5,1456.5,1442.833333,1434.5,1420.833333,1386.5,1328.166667,1264.166667,1216.833333,1195.833333,1194.833333,1196.5,1193.833333,1193.5,1204.166667,1222.833333,1229.833333,1203.5,1143.833333,1081.833333,1049.5,1054.5,1063.833333,1038.166667,968.1666667,882.8333333,822.5,799.8333333,790.8333333,763.1666667,703.5,628.1666667,565.5,523.8333333,492.8333333,457.1666667,416.1666667,377.5,347.8333333,324.8333333,293.8333333,253.8333333,209.1666667,174.8333333,156.5,151.5,148.1666667,128.5,85.83333333,30.83333333,-12.5,-27.16666667,-14.83333333,4.166666667,5.833333333,-14.5,-45.5,-75.16666667,-93.83333333,-107.8333333,-126.1666667,-150.1666667,-171.8333333,-175.5,-156.8333333,-130.5,-118.5,-133.5,-161.5,-179.8333333,-177.5,-166.1666667,-161.5,-162.5,-154.8333333,-122.5,-75.16666667,-35.16666667,-18.16666667,-18.16666667,-18.83333333,-18.83333333,-26.83333333,-57.5,-106.5,-149.5,6-Ger,27,26.8.21,1
-38.66666667,-25.33333333,-5.666666667,2.333333333,-3,-16.33333333,-25.33333333,-24.66666667,-13.66666667,3,15.33333333,18.66666667,11.66666667,-6,-26.33333333,-37,-25.33333333,-1.666666667,-14.66666667,-133.3333333,-396.6666667,-779.6666667,-1204.666667,-1601.333333,-1938,-2216,-2436.333333,-2588.666667,-2663,-2671,-2628,-2544,-2416.666667,-2254,-2083.333333,-1927.333333,-1787,-1636.666667,-1457.666667,-1254.666667,-1057,-881.6666667,-732.3333333,-598,-467.3333333,-335.6666667,-205.6666667,-81.66666667,30,127.3333333,219,313,406.6666667,487.3333333,543.6666667,587,636.6666667,705,779.3333333,840.6666667,877.6666667,894.6666667,904.6666667,913.3333333,929.3333333,953.3333333,983.6666667,1011,1030.333333,1042,1054.666667,1072,1097,1128,1159.333333,1180.666667,1186,1182,1185.333333,1213.666667,1260,1304,1327,1327.333333,1320,1316.333333,1310.333333,1293.333333,1262.333333,1228.333333,1204,1194,1186.333333,1170.666667,1142,1103.333333,1056.333333,1002.666667,944.3333333,887.6666667,839,796.6666667,751,696,637,586,551.3333333,522,488.3333333,446.3333333,407.6666667,379.6666667,359.6666667,334.6666667,296.6666667,251,212,185.6666667,167.6666667,146.3333333,120,92,70.66666667,56.66666667,42.66666667,18.33333333,-19.33333333,-60,-93.66666667,-116.6666667,-136.6666667,-163,-193.6666667,-220.6666667,-234,-228.3333333,-212.3333333,-205.3333333,-217.6666667,-250.6666667,-283.3333333,-295,-278.3333333,-246.6666667,-225.6666667,-229,-251,-273.6666667,-282.6666667,-275.6666667,-262.3333333,6-Ger,33,26.9.21 #1,1
7.333333333,13.66666667,13.33333333,6.333333333,-1,-4.333333333,-1.333333333,3.333333333,9.333333333,17,27.33333333,35.66666667,39.66666667,35,27.66666667,24,26.66666667,24.33333333,-16.66666667,-140.3333333,-375.6666667,-705.6666667,-1068.666667,-1389.333333,-1625,-1782,-1892.333333,-1980.666667,-2047,-2078,-2070,-2026,-1957.666667,-1870,-1763.333333,-1637.333333,-1495,-1340.666667,-1180.666667,-1023.666667,-883,-765.6666667,-669.3333333,-580,-480.3333333,-358.6666667,-221.6666667,-85.66666667,28,114.3333333,185,256,340.6666667,430.3333333,512.6666667,576,625.6666667,672,719.3333333,766.6666667,805.6666667,831.6666667,848.6666667,864.3333333,891.3333333,926.3333333,951.6666667,953,929.3333333,900,890.6666667,908,937,955,956.3333333,952.6666667,958,979,1011.333333,1050.666667,1089,1118,1129,1120.333333,1107,1104.333333,1114.333333,1121.333333,1107.333333,1070.333333,1025,985,952.3333333,918.6666667,882,847.3333333,820.3333333,797.6666667,772.3333333,736.6666667,691,640.6666667,594,552,512,472,433.3333333,397,363.3333333,333.3333333,305.6666667,280.6666667,255.6666667,227.6666667,195.6666667,159,125,99.66666667,84.66666667,73.33333333,61,44,24.66666667,4.666666667,-19.33333333,-47.66666667,-75.33333333,-95,-101.6666667,-99.66666667,-99.66666667,-103,-105.6666667,-99.66666667,-86,-75.33333333,-79.33333333,-99.33333333,-128.6666667,-154.6666667,-169.3333333,-169,-153.3333333,-128.6666667,-113.6666667,-118,-140,-164.6666667,-177.6666667,-179.6666667,-182.3333333,6-Ger,33,26.9.21 #1,1
17.16666667,18.5,23.16666667,32.16666667,39.83333333,42.5,37.5,25.16666667,7.166666667,-11.16666667,-22.83333333,-25.5,-24.5,-26.16666667,-35.5,-46.16666667,-56.5,-81.83333333,-155.8333333,-313.5,-555.8333333,-847.8333333,-1129.833333,-1357.5,-1522.166667,-1634.166667,-1711.5,-1760.833333,-1778.166667,-1761.166667,-1714.166667,-1643.166667,-1551.833333,-1442.166667,-1324.5,-1213.5,-1113.166667,-1012.833333,-897.8333333,-764.8333333,-636.1666667,-529.8333333,-450.5,-378.1666667,-296.5,-193.8333333,-77.83333333,43.16666667,154.8333333,246.1666667,311.8333333,356.8333333,393.5,434.1666667,481.5,528.8333333,571.5,606.8333333,632.1666667,646.5,657.5,678.5,717.5,764.1666667,800.1666667,816.1666667,815.5,810.8333333,802.1666667,785.8333333,763.5,747.8333333,748.8333333,761.8333333,778.1666667,792.5,805.8333333,822.8333333,845.1666667,868.5,882.8333333,882.8333333,869.8333333,850.1666667,834.8333333,827.1666667,825.1666667,823.1666667,807.1666667,772.1666667,728.8333333,695.8333333,688.1666667,697.5,701.8333333,684.1666667,651.1666667,614.5,584.1666667,555.5,524.8333333,492.5,461.8333333,433.8333333,404.8333333,372.8333333,341.1666667,309.8333333,278.1666667,249.1666667,227.5,213.5,199.5,175.5,140.5,104.8333333,79.83333333,70.5,65.5,50.16666667,21.83333333,-12.16666667,-39.5,-51.5,-51.5,-52.83333333,-63.5,-80.16666667,-91.83333333,-89.83333333,-77.83333333,-66.16666667,-62.83333333,-66.83333333,-74.16666667,-77.5,-76.5,-75.5,-81.83333333,-98.83333333,-123.5,-143.1666667,-144.5,-128.8333333,-111.8333333,-108.1666667,-120.1666667,-133.8333333,-135.8333333,-122.8333333,-107.5,6-Ger,33,26.9.21 #1,1
-136.3333333,-102,-54.66666667,-3.333333333,39.66666667,73.66666667,120.6666667,187.6666667,192.6666667,8.333333333,-299,-338.6666667,195,733.3333333,-360,-4694,-12084.33333,-19938.33333,-24812.33333,-24909,-21199.66667,-16313,-12482.66667,-10333.33333,-9162,-7996.333333,-6421.666667,-4722,-3474,-2955.666667,-2796.666667,-2259,-920.3333333,903.3333333,2425,3050.666667,2874,2545.333333,2705.333333,3499.666667,4556,5375.333333,5756,5883.333333,6047.666667,6329,6573.666667,6639.666667,6576.666667,6569,6733.666667,7008.333333,7222.666667,7257.333333,7137.666667,6971.333333,6830.333333,6689,6476.333333,6186.333333,5910,5750.333333,5717,5710.666667,5601,5318,4899,4472.666667,4197,4137.333333,4187,4153.666667,3981,3864.666667,4081.666667,4697.666667,5492.333333,6140.333333,6439,6342,5886,5179.666667,4459.333333,4006.666667,3939.666667,4112,4242.333333,4155.666667,3881.333333,3553.666667,3242.333333,2884,2371.333333,1695.333333,1006,521.6666667,328,292.6666667,186.3333333,-96,-430.3333333,-604,-540.3333333,-393.3333333,-410,-707,-1178,-1622.666667,-1938.666667,-2160,-2361.333333,-2540.666667,-2643.666667,-2658.333333,-2638.333333,-2618.333333,-2540.333333,-2329.666667,-2016.666667,-1764.333333,-1728,-1902,-2091.666667,-2081.666667,-1832.333333,-1530.333333,-1436,-1661,-2070.333333,-2420.666667,-2582.666667,-2651,-2815.333333,-3136.333333,-3442,-3474,-3171.333333,-2774.333333,-2608.333333,-2748.333333,-2941,-2865.666667,-2464,-1964.333333,-1586.333333,-1303.333333,-938,-436,41.33333333,287.6666667,269,1-Benz,35,26.9.21 #2,1
51.33333333,115.6666667,146,126.3333333,80.33333333,72.33333333,144.3333333,239.3333333,194.3333333,-63,-304.3333333,-160,260.6666667,-60,-2549.333333,-7729.333333,-14286.66667,-19709.66667,-22068.66667,-21238.33333,-18558,-15494.33333,-12757,-10412.66667,-8460.333333,-7025.666667,-6103,-5396.333333,-4511.333333,-3278,-1836,-469.3333333,624.3333333,1404,1955.666667,2412.333333,2907.666667,3514,4212,4909.333333,5492.666667,5890,6122.666667,6295,6510.333333,6778.666667,7003.333333,7078.333333,7015.333333,6947.666667,6990.333333,7107,7144.333333,7006,6764.333333,6588,6558,6569.666667,6435,6074,5596.666667,5191,4971.666667,4910.333333,4876.666667,4744.666667,4483.666667,4163.333333,3880.666667,3674,3526.666667,3450.333333,3536.666667,3899.333333,4535.333333,5283.333333,5904,6203,6122.666667,5758.666667,5327.666667,5035.333333,4930,4860.333333,4635.333333,4223.666667,3774,3440.333333,3194,2856.333333,2319,1711.666667,1299,1203,1267.666667,1221.333333,933.6666667,514.3333333,166,-15.33333333,-102.6666667,-237.3333333,-478.6666667,-767.6666667,-994.3333333,-1111.333333,-1183.333333,-1324,-1576,-1864.333333,-2078.666667,-2174,-2203,-2245.666667,-2340.666667,-2475.666667,-2601.666667,-2665,-2627,-2511.666667,-2403.333333,-2373.333333,-2409,-2436,-2403.666667,-2337.666667,-2308.333333,-2355.333333,-2462.666667,-2586,-2695,-2773.333333,-2805.666667,-2771.666667,-2657.333333,-2485.333333,-2316.666667,-2206.666667,-2160.666667,-2139.666667,-2111.333333,-2079,-2062.333333,-2061.666667,-2046.666667,-1993.666667,-1910.333333,-1835.333333,-1809,-1832.666667,-1851.333333,1-Benz,35,26.9.21 #2,1
173,162.3333333,137.6666667,106,74,82,157,213,91,-150.3333333,-110.6666667,475.6666667,936.3333333,-380.3333333,-4843.666667,-11900.66667,-18851,-22679,-22268,-18896.66667,-14873.33333,-11836.66667,-10110.33333,-9142,-8235.666667,-6990,-5404.333333,-3802.666667,-2544.666667,-1690.333333,-946.3333333,-5.666666667,1110,2092.666667,2722.333333,3117,3584.333333,4240.666667,4895.666667,5305,5486.333333,5693.666667,6108.333333,6621.666667,6961,6992.333333,6838,6708,6691,6707.333333,6641,6479.666667,6325,6298.666667,6426,6583.666667,6559.666667,6210.333333,5602.666667,4986.666667,4598.333333,4464.666667,4403.333333,4212,3863.333333,3515.333333,3330.333333,3314,3327.333333,3242.666667,3081.333333,3000,3148.333333,3552,4099,4615,4955.666667,5083.666667,5100.333333,5154.333333,5289.333333,5382,5260.666667,4903,4458,4073.333333,3751.666667,3412,3033.666667,2694,2436.666667,2175.333333,1778.666667,1240.666667,723.3333333,414,352.3333333,374,258.6666667,-73.66666667,-499,-812.6666667,-936,-978,-1108.666667,-1362.666667,-1594.666667,-1648.333333,-1533.333333,-1422.666667,-1492,-1772.333333,-2135.333333,-2413,-2517,-2480,-2403,-2373.333333,-2408.333333,-2461,-2474.666667,-2451.666667,-2441.333333,-2478.333333,-2529,-2524,-2435.666667,-2321.666667,-2272,-2314.333333,-2374.333333,-2345.666667,-2190,-1969,-1784.666667,-1701.666667,-1706,-1734,-1734,-1693,-1621.666667,-1523.333333,-1396.666667,-1253,-1135,-1089,-1123.666667,-1193.666667,-1240.333333,-1247,-1238.666667,1-Benz,35,26.9.21 #2,1
-16,20.33333333,47.66666667,57,54,54,61,65,57,42.66666667,36.33333333,43.66666667,41.33333333,7.666666667,-53.66666667,-141.6666667,-307,-670,-1331,-2221.666667,-3074.333333,-3584.666667,-3636.333333,-3369,-3021.666667,-2728,-2444.333333,-2072.666667,-1606.666667,-1157.333333,-845.3333333,-696.6666667,-628,-539.3333333,-397.6666667,-245,-123.6666667,-34.33333333,63.66666667,191,321.3333333,414.6666667,462.3333333,493.6666667,548,645.3333333,773,900,1002,1071.333333,1119,1159.666667,1197,1216.666667,1196,1133.666667,1052.666667,992.3333333,969.6666667,974.6666667,980.3333333,970.6666667,953.3333333,957,995.3333333,1050.333333,1078.333333,1046,964.3333333,879.6666667,829.3333333,818,820.3333333,821,829,864,931.6666667,1012.666667,1075.333333,1096.333333,1073.333333,1022,969.6666667,934,914,902.3333333,891.6666667,881,859.6666667,819,755.6666667,679.3333333,609.6666667,552.6666667,500.3333333,445,392.3333333,354,339.6666667,340.3333333,339,318.3333333,275,216,156.3333333,103.3333333,64.33333333,43.66666667,38.66666667,47.33333333,58,58.66666667,41.66666667,10,-31,-77,-124,-167.3333333,-193.3333333,-195,-175.6666667,-152.6666667,-137.3333333,-134.3333333,-139,-146,-150.6666667,-149.6666667,-146,-154.3333333,-180.3333333,-215.6666667,-236,-220,-173.6666667,-122.6666667,-91,-85,-93,-105,-117.6666667,-133.3333333,-155.6666667,-184,-210,-226,-226.6666667,-215.6666667,-204.3333333,-205,-221.6666667,6-Ger,35,26.9.21 #2,1
-20.16666667,-19.83333333,-13.5,-1.166666667,13.83333333,29.83333333,46.83333333,66.83333333,88.83333333,108.5,119.1666667,110.5,74.16666667,12.5,-63.83333333,-179.8333333,-427.1666667,-925.1666667,-1690.166667,-2547.833333,-3198.5,-3433.833333,-3292.5,-2988.166667,-2697.833333,-2437.166667,-2126.5,-1742.833333,-1362.833333,-1084.5,-912.5,-765.8333333,-573.1666667,-342.5,-138.8333333,-6.166666667,82.16666667,186.5,326.5,462.8333333,540.1666667,547.5,534.1666667,554.5,611.8333333,668.1666667,696.8333333,716.8333333,768.8333333,864.1666667,963.8333333,1017.5,1009.833333,970.5,942.8333333,947.5,973.5,999.1666667,1011.5,1013.5,1018.166667,1034.5,1058.166667,1064.833333,1032.166667,960.1666667,882.1666667,833.8333333,827.1666667,837.5,826.1666667,787.8333333,756.1666667,766.8333333,815.8333333,870.8333333,897.5,892.5,878.1666667,866.1666667,848.1666667,810.8333333,766.5,739.8333333,739.8333333,754.1666667,756.5,734.8333333,698.5,666.8333333,644.5,618.1666667,580.5,535.5,497.1666667,473.8333333,455.1666667,424.8333333,380.5,331.1666667,291.8333333,263.1666667,235.8333333,206.8333333,181.1666667,160.1666667,141.1666667,114.5,81.5,46.16666667,18.83333333,1.5,-3.5,2.833333333,17.83333333,26.83333333,19.83333333,-1.5,-20.5,-26.16666667,-21.83333333,-20.83333333,-33.5,-58.5,-85.16666667,-106.1666667,-121.8333333,-134.8333333,-147.1666667,-159.5,-173.5,-186.8333333,-197.1666667,-201.1666667,-196.8333333,-192.8333333,-193.1666667,-197.1666667,-202.1666667,-201.1666667,-194.8333333,-182.5,-161.8333333,-131.1666667,-95.16666667,-67.16666667,-59.83333333,-76.83333333,-106.5,-138.1666667,-162.8333333,6-Ger,35,26.9.21 #2,1
-112,-100.6666667,-93.33333333,-94,-103,-106,-91,-60,-27,-9.333333333,-13.66666667,-27.33333333,-23.66666667,4.666666667,6.333333333,-153.6666667,-613,-1389,-2296,-3023.666667,-3333.333333,-3220.666667,-2888.333333,-2567,-2351.666667,-2187,-1975.333333,-1680.666667,-1341.666667,-1020.333333,-753.3333333,-550.6666667,-404,-299.3333333,-210.6666667,-107,27.33333333,182.6666667,330.6666667,445,510.3333333,527.6666667,520.3333333,515.6666667,537,594.3333333,682,783,877,950.3333333,1003,1046.666667,1088,1120.666667,1122,1081.666667,1021.666667,977.3333333,967.6666667,966.6666667,936.3333333,870.6666667,805.3333333,784,799.3333333,802.3333333,746.3333333,642,544.3333333,502.6666667,516.3333333,550,566.3333333,561,556,578,633.6666667,703.6666667,761.3333333,787.3333333,777.3333333,749,723.6666667,719,733,751.3333333,752.6666667,725,674.6666667,622,586.6666667,574.3333333,575.6666667,572.6666667,549.3333333,504,450.3333333,405,379.6666667,366.3333333,347,308.3333333,255,204,175.3333333,173.3333333,186.3333333,187.6666667,156.6666667,93.33333333,23,-25.33333333,-38.33333333,-30,-25,-32,-47,-60.33333333,-72.33333333,-85,-95.66666667,-99.66666667,-98.33333333,-101.3333333,-116,-135,-142.6666667,-129.6666667,-100,-76.33333333,-73.33333333,-96.66666667,-135,-165,-168.6666667,-145.6666667,-113,-95,-100,-119,-138.6666667,-150.3333333,-157.6666667,-163,-170,-178,-188.6666667,-202.6666667,-219.3333333,-244,-276.6666667,6-Ger,35,26.9.21 #2,1
32.33333333,41,52,56.66666667,55.33333333,49.66666667,48.33333333,53,59,61,52,35,18.66666667,9.666666667,14,21,15.66666667,-20.33333333,-87.66666667,-169,-241.3333333,-317.6666667,-452.6666667,-707.6666667,-1086,-1505,-1834,-1974.666667,-1920,-1746.333333,-1556,-1410,-1308.666667,-1210.666667,-1085.333333,-940.6666667,-804,-695.6666667,-598.3333333,-487.3333333,-356.6666667,-232.3333333,-147.3333333,-103.6666667,-77.66666667,-36.66666667,30.33333333,112.6666667,189.6666667,249,288,307,309.3333333,304.3333333,307.3333333,329,364.3333333,390.6666667,385.3333333,348.3333333,300.6666667,274.3333333,287.3333333,333.6666667,397.6666667,459.3333333,509.3333333,548.3333333,583,622.3333333,666.3333333,712.3333333,752.3333333,789,824.6666667,861.3333333,898,934,964,987,997.3333333,996.6666667,984.6666667,967,946.6666667,927.3333333,912.3333333,900,882.6666667,857,816.3333333,766.3333333,714,668.6666667,634.6666667,608.6666667,584.6666667,554.6666667,515,469.3333333,420.3333333,375,337.6666667,307.3333333,284.6666667,266,250.6666667,238.3333333,224.6666667,207,183,155.6666667,123.6666667,89.66666667,56.66666667,32.66666667,20,14,4.666666667,-14.33333333,-41,-72,-100,-120.6666667,-131.6666667,-134.3333333,-132,-131,-136.3333333,-145,-155.3333333,-162.6666667,-162,-156.3333333,-148,-138.3333333,-133,-129.6666667,-131.6666667,-140,-151.3333333,-161.6666667,-161.3333333,-150.3333333,-136,-126,-126.6666667,-136.3333333,-148,-155,-151.6666667,6-Ger,79,29.11.21,1
11.83333333,15.5,19.5,24.16666667,26.83333333,27.16666667,23.83333333,19.5,17.5,17.5,20.5,24.5,32.16666667,34.16666667,18.5,-34.5,-128.8333333,-244.8333333,-357.1666667,-461.5,-581.8333333,-748.1666667,-966.1666667,-1206.166667,-1424.5,-1586.5,-1675.5,-1688.166667,-1626.5,-1509.833333,-1375.5,-1266.5,-1197.166667,-1144.166667,-1069.833333,-954.1666667,-808.5,-665.1666667,-545.8333333,-457.8333333,-388.1666667,-316.8333333,-235.8333333,-148.1666667,-68.16666667,-9.166666667,37.83333333,89.16666667,157.1666667,241.5,335.5,428.5,507.8333333,560.8333333,582.8333333,586.5,593.8333333,616.1666667,646.8333333,671.8333333,686.1666667,697.8333333,714.8333333,731.1666667,744.1666667,753.8333333,767.8333333,788.8333333,810.5,823.8333333,825.8333333,826.8333333,833.8333333,851.5,872.1666667,886.8333333,894.5,896.5,897.5,894.5,887.8333333,877.1666667,864.1666667,848.5,829.1666667,802.8333333,769.8333333,735.5,701.1666667,666.5,632.8333333,601.8333333,570.5,538.1666667,502.1666667,464.1666667,429.1666667,401.1666667,380.5,358.8333333,326.8333333,286.5,242.1666667,199.8333333,163.1666667,133.5,112.1666667,98.83333333,90.16666667,79.5,62.5,46.16666667,31.16666667,20.16666667,9.166666667,-6.833333333,-23.5,-37.5,-45.83333333,-49.83333333,-56.5,-69.5,-89.5,-112.1666667,-130.1666667,-138.8333333,-137.5,-135.5,-135.8333333,-143.5,-154.8333333,-167.1666667,-172.5,-169.8333333,-159.5,-143.8333333,-131.5,-123.1666667,-120.1666667,-119.5,-119.8333333,-117.1666667,-110.8333333,-100.8333333,-90.5,-82.5,-84.16666667,-94.83333333,-112.5,-126.5,-127.1666667,6-Ger,79,29.11.21,1
-10.83333333,-3.166666667,1.833333333,-1.5,-7.833333333,-12.5,-11.83333333,-8.166666667,-6.166666667,-8.166666667,-12.16666667,-15.16666667,-13.5,-9.5,-9.166666667,-32.16666667,-102.5,-237.5,-436.8333333,-674.1666667,-903.5,-1086.833333,-1214.833333,-1318.833333,-1442.166667,-1608.166667,-1796.166667,-1945.833333,-1998.166667,-1933.5,-1780.166667,-1591.166667,-1404.833333,-1235.833333,-1079.5,-934.8333333,-801.1666667,-676.8333333,-551.5,-422.5,-296.8333333,-178.5,-69.5,35.16666667,132.1666667,217.1666667,291.1666667,359.5,429.5,500.8333333,569.8333333,633.8333333,690.1666667,733.1666667,757.1666667,759.8333333,748.1666667,733.5,719.1666667,708.1666667,690.5,663.1666667,627.1666667,597.5,593.5,621.1666667,671.1666667,718.1666667,740.8333333,736.1666667,716.1666667,698.1666667,693.1666667,703.8333333,728.5,762.1666667,797.8333333,828.8333333,845.8333333,850.8333333,848.1666667,846.5,846.5,843.8333333,831.5,809.1666667,781.1666667,753.8333333,729.5,706.8333333,680.1666667,650.1666667,616.8333333,580.5,544.5,509.5,476.5,447.5,422.8333333,396.1666667,362.1666667,322.8333333,281.5,246.1666667,216.5,191.8333333,169.5,147.1666667,126.5,106.8333333,86.83333333,66.5,45.5,27.5,14.5,6.5,0.833333333,-6.166666667,-13.5,-20.5,-24.16666667,-27.16666667,-34.16666667,-49.83333333,-69.83333333,-87.5,-95.16666667,-99.16666667,-103.5,-112.1666667,-124.5,-135.8333333,-143.1666667,-148.5,-150.1666667,-149.5,-147.1666667,-146.8333333,-151.8333333,-166.1666667,-184.5,-198.8333333,-201.5,-191.5,-180.1666667,-172.1666667,-175.8333333,-186.5,-198.1666667,-205.1666667,-201.8333333,6-Ger,79,29.11.21,1
