t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,label,ID,date,channel
94.66666667,133.3333333,168,192,193.3333333,180,181.3333333,218.6666667,274.6666667,285.3333333,209.3333333,106.6666667,108,210.6666667,114.6666667,-649.3333333,-2425.333333,-5142.666667,-8342.666667,-11500,-14229.33333,-16344,-17760,-18465.33333,-18520,-18038.66667,-17130.66667,-15920,-14524,-13088,-11686.66667,-10314.66667,-8949.333333,-7628,-6377.333333,-5148,-3848,-2461.333333,-1068,214.6666667,1352,2378.666667,3296,4049.333333,4630.666667,5129.333333,5672,6278.666667,6868,7333.333333,7645.333333,7829.333333,7938.666667,8005.333333,8072,8200,8413.333333,8636,8745.333333,8653.333333,8385.333333,8068,7856,7805.333333,7838.666667,7820,7665.333333,7410.666667,7178.666667,7040,6976,6874.666667,6668,6389.333333,6125.333333,5938.666667,5824,5744,5649.333333,5529.333333,5385.333333,5213.333333,4994.666667,4736,4466.666667,4210.666667,3978.666667,3750.666667,3516,3296,3116,2977.333333,2841.333333,2684,2481.333333,2260,2049.333333,1873.333333,1721.333333,1568,1385.333333,1177.333333,977.3333333,822.6666667,725.3333333,645.3333333,550.6666667,418.6666667,277.3333333,146.6666667,36,-68,-170.6666667,-252,-282.6666667,-289.3333333,-308,-377.3333333,-477.3333333,-572,-641.3333333,-694.6666667,-738.6666667,-785.3333333,-825.3333333,-878.6666667,-942.6666667,-986.6666667,-993.3333333,-962.6666667,-932,-944,-998.6666667,-1069.333333,-1134.666667,-1188,-1209.333333,-1221.333333,-1229.333333,-1228,-1210.666667,-1158.666667,-1085.333333,-1038.666667,-1052,-1122.666667,-1193.333333,-1209.333333,-1164,-1101.333333,-1058.666667,4-Rose,96,17.1 #1,1
-17.33333333,-26.66666667,-20,4,29.33333333,52,89.33333333,158.6666667,246.6666667,293.3333333,245.3333333,130.6666667,84,154.6666667,170.6666667,-309.3333333,-1773.333333,-4406.666667,-7858.666667,-11400,-14297.33333,-16180,-17104,-17329.33333,-17076,-16414.66667,-15370.66667,-14056,-12620,-11184,-9794.666667,-8458.666667,-7197.333333,-6004,-4837.333333,-3644,-2428,-1253.333333,-208,662.6666667,1384,2022.666667,2660,3341.333333,4046.666667,4709.333333,5276,5742.666667,6152,6537.333333,6893.333333,7181.333333,7366.666667,7453.333333,7472,7476,7477.333333,7448,7333.333333,7157.333333,7009.333333,6972,7048,7125.333333,7082.666667,6892,6621.333333,6366.666667,6174.666667,6028,5900,5774.666667,5660,5577.333333,5521.333333,5474.666667,5416,5324,5201.333333,5065.333333,4941.333333,4837.333333,4730.666667,4612,4454.666667,4246.666667,4006.666667,3766.666667,3556,3388,3252,3117.333333,2965.333333,2784,2565.333333,2312,2057.333333,1849.333333,1701.333333,1600,1501.333333,1373.333333,1205.333333,1006.666667,801.3333333,621.3333333,486.6666667,394.6666667,317.3333333,250.6666667,192,132,45.33333333,-100,-286.6666667,-465.3333333,-560,-569.3333333,-537.3333333,-532,-589.3333333,-686.6666667,-782.6666667,-853.3333333,-885.3333333,-886.6666667,-878.6666667,-870.6666667,-869.3333333,-874.6666667,-880,-892,-922.6666667,-965.3333333,-998.6666667,-1008,-989.3333333,-973.3333333,-977.3333333,-1008,-1046.666667,-1082.666667,-1101.333333,-1118.666667,-1124,-1122.666667,-1093.333333,-1045.333333,-1004,-993.3333333,-1002.666667,4-Rose,96,17.1 #1,1
-26.5,-32.83333333,-57.83333333,-93.5,-123.8333333,-131.8333333,-117.5,-88.83333333,-56.5,-22.16666667,18.83333333,62.83333333,84.5,52.83333333,-26.83333333,-94.5,-95.16666667,-111.5,-417.1666667,-1336.5,-2948.166667,-4907.833333,-6591.833333,-7496.833333,-7555.166667,-7094.166667,-6520.833333,-6034.166667,-5605.166667,-5146.5,-4642.166667,-4132.166667,-3620.833333,-3070.166667,-2470.5,-1887.833333,-1401.166667,-1031.5,-717.5,-389.8333333,-31.5,318.8333333,618.1666667,857.5,1057.833333,1242.166667,1422.833333,1603.166667,1775.166667,1934.166667,2083.833333,2239.5,2416.166667,2605.833333,2770.5,2865.166667,2870.166667,2826.5,2806.5,2862.5,2968.166667,3039.166667,2997.166667,2845.5,2664.5,2529.5,2454.166667,2387.5,2296.5,2201.5,2155.166667,2175.166667,2227.5,2262.833333,2264.5,2252.833333,2256.166667,2271.5,2279.833333,2259.833333,2213.166667,2160.5,2132.166667,2132.833333,2137.833333,2108.5,2030.5,1922.166667,1811.833333,1711.833333,1607.166667,1486.5,1358.166667,1250.5,1179.833333,1137.833333,1097.166667,1038.833333,966.1666667,892.8333333,823.5,750.1666667,667.8333333,590.1666667,531.1666667,494.1666667,462.1666667,416.1666667,347.5,261.8333333,169.8333333,77.83333333,-2.5,-59.16666667,-83.5,-84.5,-84.83333333,-107.8333333,-159.5,-229.5,-298.8333333,-361.5,-420.8333333,-477.8333333,-515.1666667,-517.5,-482.5,-433.8333333,-400.8333333,-398.5,-416.5,-440.5,-461.8333333,-481.5,-500.5,-516.1666667,-524.8333333,-523.8333333,-504.1666667,-458.8333333,-397.8333333,-353.8333333,-355.8333333,-407.5,-474.8333333,-520.5,-529.1666667,-517.5,-507.8333333,-502.1666667,-491.5,6-Ger,41,17.10.21 #1,1
28.16666667,43.83333333,20.83333333,-28.83333333,-77.16666667,-107.1666667,-115.8333333,-110.1666667,-107.8333333,-115.5,-130.5,-144.5,-160.8333333,-187.5,-230.1666667,-294.8333333,-430.5,-746.8333333,-1376.5,-2347.833333,-3509.5,-4581.166667,-5317.166667,-5638.166667,-5626.5,-5422.5,-5130.166667,-4804.5,-4471.5,-4149.833333,-3841.5,-3526.5,-3187.166667,-2812.5,-2400.833333,-1955.166667,-1485.5,-1033.833333,-658.8333333,-398.1666667,-226.8333333,-69.5,141.8333333,423.1666667,737.5,1024.833333,1239.5,1371.833333,1438.833333,1469.833333,1488.5,1509.166667,1543.833333,1608.5,1715.166667,1845.833333,1956.833333,2011.166667,2010.166667,1992.166667,1993.833333,2013.833333,2036.833333,2065.166667,2127.166667,2252.166667,2424.833333,2582.166667,2659.166667,2636.166667,2554.833333,2479.833333,2450.166667,2460.5,2479.166667,2474.5,2438.833333,2376.166667,2303.5,2228.5,2144.833333,2048.166667,1950.833333,1878.5,1844.5,1839.166667,1832.166667,1797.833333,1733.5,1661.5,1598.833333,1551.166667,1502.833333,1433.166667,1332.5,1216.5,1108.833333,1020.5,943.8333333,864.5,781.1666667,706.8333333,650.5,602.8333333,538.8333333,439.8333333,319.8333333,216.8333333,164.1666667,160.5,169.5,147.5,84.16666667,6.5,-57.83333333,-102.8333333,-146.1666667,-202.1666667,-257.8333333,-292.8333333,-300.1666667,-300.8333333,-314.1666667,-341.1666667,-365.5,-372.8333333,-365.8333333,-362.1666667,-369.1666667,-383.8333333,-398.8333333,-410.8333333,-422.1666667,-430.8333333,-434.8333333,-430.5,-422.1666667,-413.1666667,-406.5,-406.1666667,-423.1666667,-462.1666667,-507.1666667,-528.8333333,-514.1666667,-474.8333333,-434.5,-407.8333333,-400.1666667,-415.5,-450.8333333,6-Ger,41,17.10.21 #1,1
51.16666667,70.83333333,45.83333333,-10.83333333,-62.16666667,-88.16666667,-88.83333333,-81.16666667,-75.83333333,-77.5,-80.5,-82.5,-87.83333333,-101.5,-135.1666667,-230.8333333,-470.5,-941.8333333,-1678.5,-2614.833333,-3610.5,-4516.166667,-5218.166667,-5639.166667,-5736.5,-5540.5,-5180.166667,-4804.5,-4473.5,-4126.833333,-3676.5,-3121.5,-2555.166667,-2065.5,-1653.833333,-1271.166667,-891.5,-542.8333333,-257.8333333,-19.16666667,228.1666667,517.5,825.8333333,1089.166667,1269.5,1382.833333,1476.5,1583.833333,1703.833333,1825.833333,1942.5,2049.166667,2124.833333,2148.5,2126.166667,2092.833333,2077.833333,2073.166667,2033.166667,1930.166667,1789.833333,1686.833333,1676.833333,1743.166667,1810.166667,1818.166667,1781.833333,1771.166667,1836.166667,1954.166667,2062.833333,2125.833333,2159.166667,2194.5,2231.166667,2241.5,2215.833333,2172.166667,2142.5,2127.5,2094.833333,2022.166667,1916.833333,1807.5,1712.5,1624.166667,1531.166667,1426.833333,1330.5,1264.5,1239.833333,1238.166667,1215.833333,1140.166667,1010.5,862.5,732.8333333,632.5,550.8333333,474.5,409.1666667,357.8333333,310.5,255.8333333,193.8333333,136.8333333,99.83333333,87.83333333,97.16666667,116.5,126.5,102.5,35.16666667,-57.5,-141.8333333,-189.8333333,-202.1666667,-198.1666667,-189.8333333,-180.8333333,-173.1666667,-175.8333333,-191.1666667,-205.1666667,-195.5,-155.8333333,-109.8333333,-89.16666667,-109.1666667,-148.8333333,-174.8333333,-177.8333333,-176.1666667,-198.8333333,-250.8333333,-305.5,-336.1666667,-331.1666667,-309.5,-298.1666667,-313.1666667,-359.1666667,-426.1666667,-498.8333333,-555.1666667,-578.8333333,-558.5,-500.8333333,-424.1666667,-355.5,-318.8333333,6-Ger,41,17.10.21 #1,1
-32.66666667,-0.666666667,3.333333333,-11.33333333,-32.66666667,-42,-30,10,56.66666667,54,-47.33333333,-156.6666667,-72.66666667,223.3333333,263.3333333,-800.6666667,-3500.666667,-7380.666667,-11091.33333,-13311.33333,-13672.66667,-12835.33333,-11764.66667,-11010,-10551.33333,-10099.33333,-9390,-8356.666667,-7086,-5776.666667,-4632.666667,-3732.666667,-3020.666667,-2366,-1667.333333,-922,-180.6666667,504.6666667,1130,1687.333333,2167.333333,2531.333333,2814,3086,3436.666667,3859.333333,4288.666667,4635.333333,4879.333333,5019.333333,5078,5058,5007.333333,4998,5075.333333,5222,5362,5426,5394,5291.333333,5142,4970,4815.333333,4704.666667,4642,4598,4516.666667,4358,4095.333333,3752.666667,3408.666667,3180.666667,3128.666667,3214,3334,3404.666667,3403.333333,3356.666667,3302,3259.333333,3231.333333,3204.666667,3160.666667,3078,2955.333333,2808.666667,2656.666667,2522,2396.666667,2280.666667,2159.333333,2031.333333,1904.666667,1768.666667,1626,1463.333333,1302,1158,1042,936.6666667,830,715.3333333,611.3333333,510,402,292.6666667,191.3333333,111.3333333,46,-14,-88.66666667,-180.6666667,-272.6666667,-356.6666667,-430,-482,-523.3333333,-572.6666667,-632.6666667,-700.6666667,-754,-784.6666667,-788.6666667,-802,-840.6666667,-892.6666667,-940.6666667,-966,-963.3333333,-948.6666667,-938,-942,-940.6666667,-930,-899.3333333,-864.6666667,-852.6666667,-862,-882,-895.3333333,-898,-892.6666667,-883.3333333,-870,-856.6666667,-839.3333333,-831.3333333,-842,-864.6666667,-892.6666667,-908.6666667,4-Rose,133,2.1.22,1
30,62,54,15.33333333,-26,-31.33333333,-3.333333333,48.66666667,79.33333333,32.66666667,-88.66666667,-162,-42,210,150,-882,-3214,-6394,-9368.666667,-11204.66667,-11686,-11324.66667,-10814,-10523.33333,-10392.66667,-10152.66667,-9583.333333,-8618,-7343.333333,-5986,-4802,-3946,-3370,-2839.333333,-2148.666667,-1251.333333,-302,539.3333333,1184.666667,1662,2030,2338,2624.666667,2936.666667,3315.333333,3738,4143.333333,4426,4570,4618,4668.666667,4792.666667,4986,5176.666667,5298,5316.666667,5272.666667,5192.666667,5068.666667,4894,4688.666667,4512.666667,4406,4359.333333,4312.666667,4220.666667,4079.333333,3912.666667,3742,3599.333333,3503.333333,3459.333333,3427.333333,3368.666667,3292.666667,3247.333333,3286,3395.333333,3516.666667,3558,3502,3363.333333,3199.333333,3036.666667,2902,2787.333333,2679.333333,2564.666667,2419.333333,2247.333333,2078,1922,1783.333333,1651.333333,1512.666667,1362,1212.666667,1072.666667,948.6666667,839.3333333,736.6666667,626,502,364.6666667,236.6666667,139.3333333,74,22,-35.33333333,-99.33333333,-174,-250,-322,-378,-419.3333333,-447.3333333,-468.6666667,-502,-550,-610,-667.3333333,-718,-746,-755.3333333,-766,-790,-822,-843.3333333,-848.6666667,-842,-831.3333333,-835.3333333,-846,-863.3333333,-872.6666667,-870,-866,-879.3333333,-895.3333333,-892.6666667,-859.3333333,-802,-760.6666667,-759.3333333,-798,-852.6666667,-900.6666667,-919.3333333,-898,-850,-790,4-Rose,133,2.1.22,1
-50,-38,-34,-36.66666667,-46,-63.33333333,-67.33333333,-55.33333333,-48.66666667,-83.33333333,-148.6666667,-130,38,182,-198,-1630,-4178,-7234,-9828.666667,-11332.66667,-11818,-11808.66667,-11722,-11539.33333,-11008.66667,-10024.66667,-8807.333333,-7678,-6795.333333,-6074,-5346,-4518,-3618,-2715.333333,-1840.666667,-991.3333333,-170,595.3333333,1256.666667,1802,2258,2690,3128.666667,3556.666667,3939.333333,4262,4543.333333,4814,5066,5246,5348.666667,5404.666667,5490,5612.666667,5714,5708.666667,5576.666667,5400.666667,5272.666667,5226,5208.666667,5136.666667,4994,4807.333333,4624.666667,4460.666667,4315.333333,4172.666667,4050,3959.333333,3903.333333,3863.333333,3807.333333,3712.666667,3596.666667,3491.333333,3438,3431.333333,3432.666667,3386,3266,3083.333333,2863.333333,2640.666667,2442,2283.333333,2171.333333,2076.666667,1971.333333,1839.333333,1694,1550,1427.333333,1315.333333,1208.666667,1094,976.6666667,852.6666667,724.6666667,583.3333333,432.6666667,286,162,72.66666667,12.66666667,-40.66666667,-102,-182,-259.3333333,-323.3333333,-378,-422,-466,-502,-531.3333333,-563.3333333,-596.6666667,-634,-674,-710,-747.3333333,-778,-794,-795.3333333,-802,-818,-862,-915.3333333,-972.6666667,-1014,-1035.333333,-1027.333333,-994,-947.3333333,-900.6666667,-874,-878,-907.3333333,-951.3333333,-972.6666667,-959.3333333,-930,-912.6666667,-935.3333333,-978,-1008.666667,-992.6666667,-939.3333333,-874,-814,-766,4-Rose,133,2.1.22,1
18.5,27.83333333,28.83333333,27.83333333,35.16666667,51.83333333,63.83333333,57.83333333,32.16666667,-0.166666667,-21.83333333,-28.5,-27.83333333,-28.83333333,-28.83333333,-18.5,-4.5,-15.83333333,-102.8333333,-310.1666667,-649.5,-1091.5,-1574.5,-2028.166667,-2389.833333,-2618.166667,-2706.166667,-2678.833333,-2578.5,-2442.833333,-2292.833333,-2131.833333,-1960.166667,-1785.166667,-1612.166667,-1438.5,-1255.5,-1061.166667,-866.1666667,-683.5,-522.5,-378.8333333,-244.1666667,-115.5,-1.833333333,87.16666667,158.5,226.1666667,313.5,422.5,533.1666667,617.5,666.8333333,698.5,734.1666667,781.1666667,825.5,852.8333333,865.1666667,878.5,906.5,941.5,968.1666667,977.1666667,973.8333333,971.1666667,969.1666667,964.1666667,953.1666667,944.8333333,947.1666667,957.8333333,968.8333333,973.1666667,970.8333333,971.5,974.8333333,982.8333333,993.5,1003.5,1012.833333,1014.833333,1009.166667,994.8333333,978.5,960.5,943.8333333,926.5,910.5,894.1666667,875.1666667,849.5,818.5,786.8333333,760.8333333,737.1666667,707.1666667,663.5,613.5,569.8333333,539.5,518.5,497.8333333,469.1666667,429.8333333,378.1666667,317.8333333,256.8333333,204.5,165.5,135.5,108.1666667,84.5,65.5,53.83333333,44.5,27.83333333,2.833333333,-23.83333333,-45.5,-58.16666667,-61.83333333,-62.5,-66.83333333,-75.83333333,-87.5,-97.16666667,-102.8333333,-100.8333333,-96.83333333,-95.16666667,-99.5,-109.1666667,-117.1666667,-119.8333333,-119.5,-123.5,-137.5,-153.1666667,-163.8333333,-165.5,-167.1666667,-175.5,-188.8333333,-200.5,-204.8333333,-201.8333333,-196.8333333,-192.1666667,-186.8333333,-177.8333333,6-Ger,42,2.11.21 #1,1
7.5,6.833333333,5.833333333,9.833333333,20.16666667,33.83333333,41.83333333,33.83333333,14.16666667,-5.166666667,-12.83333333,-5.5,7.166666667,16.16666667,19.16666667,8.5,-33.5,-132.8333333,-307.8333333,-557.1666667,-868.5,-1219.5,-1585.5,-1929.166667,-2204.833333,-2379.166667,-2454.166667,-2454.833333,-2410.5,-2329.833333,-2211.833333,-2058.833333,-1890.166667,-1726.166667,-1574.166667,-1424.5,-1262.5,-1086.166667,-901.1666667,-722.5,-555.5,-400.8333333,-257.1666667,-123.5,-2.833333333,106.1666667,212.5,323.1666667,435.5,540.5,623.1666667,680.5,721.8333333,764.5,820.1666667,886.1666667,950.5,995.8333333,1016.166667,1015.5,1007.5,999.5,994.1666667,991.1666667,991.8333333,994.1666667,997.1666667,992.1666667,972.1666667,941.8333333,915.1666667,905.8333333,912.8333333,919.1666667,907.8333333,879.5,852.8333333,844.8333333,860.5,884.5,899.8333333,897.8333333,883.1666667,864.8333333,849.5,833.5,812.8333333,787.5,759.5,732.1666667,706.1666667,678.5,648.5,618.8333333,593.8333333,571.1666667,546.1666667,517.5,487.5,459.8333333,435.5,409.5,382.8333333,359.1666667,333.8333333,302.1666667,263.8333333,225.8333333,199.5,186.5,173.5,150.1666667,115.5,80.5,53.83333333,35.5,17.83333333,-3.166666667,-23.83333333,-41.5,-55.16666667,-66.83333333,-76.5,-86.83333333,-100.8333333,-120.5,-141.1666667,-156.8333333,-161.8333333,-163.8333333,-169.1666667,-182.5,-194.1666667,-193.1666667,-175.8333333,-153.5,-140.5,-141.5,-146.1666667,-142.8333333,-129.5,-116.1666667,-116.5,-131.8333333,-150.5,-160.8333333,-161.8333333,-158.8333333,-162.1666667,-174.8333333,-192.8333333,6-Ger,42,2.11.21 #1,1
-17.16666667,-30.83333333,-57.83333333,-81.83333333,-86.5,-69.83333333,-45.83333333,-29.83333333,-27.5,-28.83333333,-22.5,-9.166666667,4.5,10.5,1.5,-24.16666667,-62.16666667,-109.5,-179.5,-312.8333333,-561.1666667,-938.1666667,-1383.166667,-1794.833333,-2087.5,-2243.833333,-2298.833333,-2296.5,-2264.166667,-2201.5,-2105.5,-1974.5,-1817.833333,-1648.833333,-1482.833333,-1322.166667,-1166.166667,-1012.833333,-865.8333333,-731.1666667,-602.1666667,-471.5,-336.8333333,-205.1666667,-81.5,34.5,154.8333333,279.5,404.8333333,518.8333333,610.5,670.8333333,698.1666667,706.8333333,721.5,759.5,815.8333333,865.1666667,887.5,884.8333333,879.8333333,890.8333333,912.5,926.5,922.1666667,909.5,905.5,914.5,923.5,918.1666667,893.5,862.1666667,839.1666667,829.5,831.1666667,838.8333333,846.1666667,855.1666667,864.8333333,874.8333333,883.1666667,887.1666667,885.5,879.1666667,869.8333333,857.8333333,840.1666667,812.8333333,778.8333333,742.5,714.5,700.8333333,693.8333333,680.1666667,653.1666667,615.5,578.5,547.8333333,521.8333333,498.1666667,475.8333333,452.8333333,424.1666667,390.5,354.1666667,324.5,299.1666667,275.1666667,246.8333333,215.8333333,185.8333333,154.5,122.8333333,88.83333333,61.16666667,41.83333333,28.16666667,7.166666667,-22.5,-56.16666667,-80.83333333,-90.5,-87.16666667,-82.5,-84.5,-99.16666667,-118.8333333,-136.5,-144.5,-141.5,-135.8333333,-134.1666667,-135.8333333,-136.8333333,-131.5,-123.1666667,-116.1666667,-113.1666667,-110.8333333,-109.5,-108.1666667,-113.8333333,-127.1666667,-141.5,-148.1666667,-144.5,-135.5,-129.5,-131.8333333,-139.5,-147.5,6-Ger,42,2.11.21 #1,1
44.16666667,81.83333333,115.5,122.8333333,108.5,87.5,74.83333333,72.83333333,75.83333333,85.5,118.1666667,186.1666667,242.1666667,159.8333333,-235.8333333,-1051.833333,-2256.833333,-3691.166667,-5187.5,-6660.833333,-8120.833333,-9611.5,-11094.5,-12375.5,-13135.5,-13114.83333,-12323.5,-11100.16667,-9929.5,-9134.166667,-8691.166667,-8337.5,-7828.5,-7100.166667,-6222.833333,-5256.166667,-4213.833333,-3143.166667,-2164.5,-1386.833333,-791.8333333,-259.1666667,311.1666667,918.8333333,1498.833333,2008.833333,2456.166667,2877.5,3311.5,3784.166667,4284.833333,4754.833333,5120.5,5355.833333,5502.166667,5628.166667,5767.5,5890.5,5950.166667,5921.5,5839.5,5768.833333,5759.833333,5815.833333,5892.166667,5930.5,5902.5,5826.166667,5749.833333,5710.5,5708.833333,5720.833333,5725.5,5733.833333,5775.5,5863.833333,5976.166667,6059.5,6069.833333,5994.833333,5860.166667,5699.166667,5526.5,5340.833333,5138.833333,4936.5,4749.833333,4584.5,4427.166667,4261.5,4080.166667,3878.166667,3649.166667,3400.166667,3160.5,2962.166667,2797.833333,2618.833333,2381.166667,2099.5,1837.833333,1644.166667,1499.166667,1344.166667,1147.833333,939.1666667,772.5,663.5,563.8333333,412.8333333,203.8333333,-3.833333333,-137.1666667,-178.8333333,-180.1666667,-210.5,-303.1666667,-435.1666667,-561.1666667,-655.5,-720.5,-771.8333333,-812.5,-835.5,-842.8333333,-857.8333333,-903.1666667,-981.5,-1062.833333,-1114.5,-1127.166667,-1128.833333,-1150.5,-1198.833333,-1246.166667,-1256.166667,-1225.833333,-1185.833333,-1170.5,-1193.166667,-1228.5,-1260.166667,-1293.833333,-1343.5,-1394.833333,-1410.833333,-1357.833333,-1249.5,-1129.166667,-1039.5,-987.1666667,6-Ger,44,2.11.21 #2,1
-33.33333333,-61.66666667,-91,-100.6666667,-77,-29,18.33333333,46.33333333,45.33333333,16,-32.33333333,-81.33333333,-112.3333333,-122.6666667,-156.3333333,-320.3333333,-761.3333333,-1608.666667,-2893,-4513.333333,-6246.333333,-7826,-9006,-9631,-9694,-9364.333333,-8923,-8598.666667,-8425,-8268.666667,-7987.666667,-7566,-7088,-6603.666667,-6066.333333,-5392.666667,-4567.333333,-3670.666667,-2839,-2166.333333,-1656.333333,-1222.666667,-734.3333333,-107.6666667,630.3333333,1354.333333,1943.666667,2377,2736,3101.666667,3476.333333,3791.333333,3999,4114.333333,4173.666667,4184.666667,4134,4042,3976.666667,4000,4101,4193.333333,4192.333333,4095.333333,3989.666667,3963,4034,4144.666667,4236.333333,4306,4394.333333,4520.333333,4656,4765.333333,4839,4889.333333,4930.666667,4968,5001.333333,5026.333333,5022.666667,4957.666667,4825,4662.333333,4518.333333,4403,4280.333333,4111,3906.666667,3718,3586.666667,3499.666667,3404.666667,3255.666667,3056,2843.666667,2651.333333,2478.333333,2295.666667,2082,1846.333333,1619.666667,1431.666667,1284.666667,1151.333333,998.6666667,820,645,511.3333333,432.3333333,377.3333333,303.6666667,185.3333333,39.66666667,-101.6666667,-215,-296.6666667,-348.6666667,-366.6666667,-353,-326,-319.3333333,-351,-417,-496.3333333,-576.3333333,-655.6666667,-735,-806.3333333,-848,-846.6666667,-807.3333333,-761,-748.3333333,-790.6666667,-880.6666667,-987.3333333,-1084.333333,-1159,-1210.666667,-1229,-1201.666667,-1128.333333,-1031,-945.3333333,-902.3333333,-912.3333333,-966,-1045.666667,-1130,-1189.666667,6-Ger,44,2.11.21 #2,1
-392.5,-391.8333333,-352.1666667,-296.8333333,-247.1666667,-217.1666667,-199.8333333,-171.8333333,-123.8333333,-67.16666667,-26.5,-12.5,-7.5,8.166666667,-9.5,-190.5,-691.5,-1569.833333,-2733.166667,-4022.5,-5361.5,-6794.166667,-8347.166667,-9874.166667,-11053.16667,-11578.5,-11372.16667,-10627.83333,-9672.166667,-8782.833333,-8054.833333,-7401.166667,-6670.166667,-5792.833333,-4848.5,-3981.833333,-3260.5,-2626.833333,-1985.166667,-1306.5,-630.5,21.16666667,676.5,1367.166667,2048.166667,2603.166667,2949.5,3119.833333,3239.833333,3402.5,3573.166667,3650.166667,3589.833333,3474.166667,3419.5,3443.5,3450.833333,3355.833333,3200.5,3097.833333,3099.833333,3141.166667,3134.166667,3078.166667,3052.5,3109.833333,3212.833333,3295.5,3348.166667,3430.833333,3581.166667,3767.166667,3926.833333,4046.166667,4170.833333,4347.166667,4561.5,4749.833333,4862.166667,4899.166667,4890.5,4847.5,4753.833333,4605.166667,4431.166667,4295.833333,4246.166667,4273.833333,4312.5,4284.833333,4154.5,3945.5,3713.5,3506.5,3335.833333,3185.5,3038.166667,2895.166667,2768.5,2662.833333,2560.166667,2422.5,2224.5,1986.5,1756.166667,1566.5,1398.833333,1211.833333,994.1666667,790.1666667,656.1666667,604.5,572.1666667,488.5,332.1666667,150.8333333,11.16666667,-75.83333333,-145.8333333,-240.1666667,-359.1666667,-464.5,-524.1666667,-550.1666667,-575.5,-631.5,-711.8333333,-785.1666667,-823.5,-830.1666667,-840.8333333,-884.5,-961.1666667,-1032.5,-1059.833333,-1045.833333,-1034.5,-1069.5,-1150.166667,-1232.833333,-1270.166667,-1255.833333,-1218.5,-1185.166667,-1160.5,-1128.5,-1076.5,-1015.166667,-972.8333333,-973.1666667,-1019.833333,6-Ger,44,2.11.21 #2,1
19.83333333,-17.83333333,-35.5,-33.16666667,-15.16666667,6.833333333,29.83333333,59.5,70.5,8.833333333,-123.5,-169.1666667,32.5,301.8333333,-29.83333333,-1684.5,-4664.833333,-7943.833333,-10107.5,-10416.16667,-9237.5,-7544.833333,-6096.166667,-5083.833333,-4347.166667,-3730.166667,-3200.166667,-2764.5,-2384.166667,-1966.166667,-1410.833333,-707.1666667,16.83333333,570.5,877.8333333,1054.166667,1286.833333,1636.833333,1994.5,2230.833333,2337.833333,2401.833333,2485.166667,2578.833333,2674.833333,2804.166667,2990.166667,3171.166667,3227.5,3110.5,2914.166667,2800.166667,2842.166667,2960.833333,3006.833333,2908.833333,2729.166667,2588.833333,2561.166667,2604.5,2620.833333,2548.5,2416.833333,2317.833333,2312.833333,2359.5,2335.166667,2150.166667,1834.833333,1535.5,1395.5,1447.5,1620.833333,1830.833333,2054.5,2310.166667,2586.833333,2812.166667,2891.833333,2799.5,2599.833333,2411.5,2318.5,2305.833333,2281.5,2143.5,1871.166667,1537.166667,1248.166667,1070.5,989.8333333,938.8333333,854.1666667,707.1666667,513.8333333,310.1666667,137.1666667,28.5,-14.16666667,-14.5,-17.16666667,-55.83333333,-151.5,-301.1666667,-481.8333333,-660.8333333,-813.1666667,-936.1666667,-1047.833333,-1176.166667,-1326.833333,-1480.5,-1606.833333,-1684.166667,-1713.833333,-1717.833333,-1727.833333,-1752.5,-1766.833333,-1728.166667,-1612.833333,-1441.166667,-1274.166667,-1166.833333,-1127.166667,-1117.833333,-1088.833333,-1022.166667,-930.1666667,-835.5,-745.8333333,-651.8333333,-550.1666667,-453.5,-386.5,-357.5,-351.8333333,-341.1666667,-309.1666667,-264.8333333,-229.8333333,-217.5,-227.1666667,-242.5,-253.1666667,-257.1666667,-267.1666667,-299.5,-359.1666667,-437.8333333,-513.8333333,1-Benz,1,20.6.21,1
